station_european_code	station_local_code	country_iso_code	country_name	station_name	station_start_date	station_end_date	type_of_station	station_ozone_classification	station_type_of_area	station_subcat_rural_back	street_type	station_longitude_deg	station_latitude_deg	station_altitude	station_city	lau_level1_code	lau_level2_code	lau_level2_name	EMEP_station
IT0912A	301801	IT	Italy	PAVIA - VIA FOLPERTI 301801	1993-11-01		Background	suburban	urban		Wide street: L/H > 1.5	9.164721	45.193890	77	PAVIA		18110	Pavia	no
IT1021A	803616	IT	Italy	PAVULLO 803616	1995-06-01	2006-10-01	Traffic		urban		Wide street: L/H > 1.5	10.831111	44.331112	674	PAVULLO NEL FRIGNANO		36030	Pavullo nel Frignano	no
IT1880A	502809	IT	Italy	PD - Arcella 502809	2007-12-01		Traffic	urban	urban			11.890555	45.433334	11	PADOVA		28060	Padova	no
IT2070A	502813	IT	Italy	PD - Granze 502813	2011-01-01		Industrial		urban			11.940000	45.377500	9	PADOVA				no
IT1453A	502808	IT	Italy	PD - Mandria 502808	1999-01-01		Background	urban	urban			11.841944	45.371944	13	PADOVA		28060	Padova	no
IT1422A	1306807	IT	Italy	PE - CORSO VIT. EMANUELE 1306807	1998-01-01		Traffic		urban		Canyon street: L/H < 1.5	14.211389	42.465836	5	PESCARA		68028	Pescara	no
IT1265A	1306804	IT	Italy	PE - PIAZZA GRUE 1306804	1998-01-01		Traffic		urban		Wide street: L/H > 1.5	14.222500	42.459446	5	PESCARA		68028	Pescara	no
IT1423A	1306809	IT	Italy	PE - TEATRO D'ANNUNZIO 1306809	1998-01-01		Background	suburban	suburban			14.234722	42.456669	3	PESCARA		68028	Pescara	no
IT1264A	1306805	IT	Italy	PE - VIA FIRENZE 1306805	1998-01-01		Traffic		urban		Canyon street: L/H < 1.5	14.213056	42.466667	4	PESCARA		68028	Pescara	no
IT1208A	1306808	IT	Italy	PE - VIA SACCO 1306808	1998-01-01		Background	suburban	suburban			14.198334	42.450832	10	PESCARA		68028	Pescara	no
IT1263A	1306806	IT	Italy	PE - VIALE G. DI ANNUNZIO 1306806	1998-01-01		Traffic		urban		Canyon street: L/H < 1.5	14.213333	42.459446	5	PESCARA		68028	Pescara	no
IT2014A	309704	IT	Italy	PERLEDO 309704	2011-01-01		Background	rural background	rural			9.286112	46.015835	211	PERLEDO		97067	Perledo	no
IT0593A	301533	IT	Italy	PERO 301533	1982-11-01		Traffic		urban		Highway: average speed vehicles > 80 km/h	9.090278	45.509167	144	PERO		15170	Pero	no
IT1409A	905001	IT	Italy	PI-BORGHETTO 905001	1997-04-14		Traffic		urban			10.410555	43.713890	5	PISA		50026	Pisa	no
IT1100A	905002	IT	Italy	PI-CASCINA 905002	1997-07-25	2011-02-04	Traffic		urban			10.548056	43.677780	5	CASCINA		50008	Cascina	no
IT1069A	905003	IT	Italy	PI-CASTELFRANCO 905003	1997-01-01	2005-12-31	Traffic		urban			10.748611	43.700279	17	CASTELFRANCO DI SOTTO		50009	Castelfranco di Sotto	no
IT1437A	905004	IT	Italy	PI-FAZIO 905004	1997-01-01	2011-02-04	Traffic		urban			10.386945	43.711113	5	PISA		50026	Pisa	no
IT1149A	905007	IT	Italy	PI-MONTECERBOLI 905007	2002-06-03		Background		suburban			10.881667	43.247780	353	POMARANCE				no
IT1628A	905015	IT	Italy	PI-NAVACCHIO 905015	1999-04-15	2011-02-04	Traffic		urban			10.491944	43.687500	5	CASCINA		50008	Cascina	no
IT1629A	905017	IT	Italy	PI-ORATOIO 905017	2002-06-01	2011-02-04	Industrial		suburban			10.451667	43.693611	4	PISA		50026	Pisa	no
IT1110A	905008	IT	Italy	PI-PASSI 905008	1997-04-14		Background	urban	urban			10.401667	43.738888	5	PISA		50026	Pisa	no
IT1067A	905009	IT	Italy	PI-PONTEDERA 905009	1997-01-01		Traffic	suburban	urban			10.638888	43.663334	15	PONTEDERA		50029	Pontedera	no
IT0859A	905016	IT	Italy	PI-SAN-ROMANO 905016	1997-01-01	2011-06-10	Industrial		urban			10.762777	43.690277	38	MONTOPOLI IN VAL D'ARNO				no
IT1070A	905010	IT	Italy	PI-SANTA-CROCE-CERRI 905010	1997-01-01	2011-02-04	Industrial		rural			10.762777	43.729721	14	SANTA CROCE SULL'ARNO		50033	Santa Croce sull'Arno	no
IT1071A	905011	IT	Italy	PI-SANTA-CROCE-COOP 905011	1997-01-01		Background	urban	suburban			10.771667	43.713055	16	SANTA CROCE SULL'ARNO				no
IT1073A	905012	IT	Italy	PI-SANTA-CROCE-SERAO 905012	1997-01-01	2011-02-04	Industrial	urban	suburban			10.787223	43.721111	16	SANTA CROCE SULL'ARNO		50033	Santa Croce sull'Arno	no
IT1068A	905013	IT	Italy	PI-SANTA-MARIA-A-MONTE 905013	1997-01-01	2005-07-01	Industrial		urban			10.700833	43.695835	16	SANTA MARIA A MONTE		50035	Santa Maria a Monte	no
IT0847A	301907	IT	Italy	PIADENA 301907	1992-11-01		Background		suburban		Wide street: L/H > 1.5	10.380834	45.130554	33	PIADENA		19071	Piadena	no
IT1930A	402212	IT	Italy	PIANA ROTALIANA 402212	2008-06-04		Background	suburban	rural			11.114722	46.196945	227			22117	Mezzolombardo	no
IT0542A	803309	IT	Italy	PIATTI 803309	1978-05-01	2004-03-30	Traffic		urban		Wide street: L/H > 1.5	9.690278	45.043610	60	PIACENZA		33032	Piacenza	no
IT1901A	1005408	IT	Italy	PIAZZA 40 MARTIRI 1005408	2008-01-01		Traffic	urban	urban			12.576389	43.352778	498	GUBBIO				no
IT1882A	700806	IT	Italy	PIAZZA BATTISTI - SANREMO 700806	2007-01-01		Traffic		urban			7.772778	43.814167	16	SAN REMO		8055	Sanremo	no
IT1274A	1908262	IT	Italy	PIAZZA BURRAFATO 1908262	1900-01-01		Industrial		unknown		Highway: average speed vehicles > 80 km/h	13.694445	37.980835	-9999	TERMINI IMERESE		82070	Termini Imerese	no
IT1281A	1908515	IT	Italy	PIAZZA CAPUANA 1908515	1996-02-03		Traffic		urban		Wide street: L/H > 1.5	14.054723	37.489166	580	CALTANISSETTA		85004	Caltanissetta	no
IT1989A	1808002	IT	Italy	PIAZZA CASTELLO 1808002	2005-11-01		Traffic		urban		Canyon street: L/H < 1.5	15.645278	38.105831	63	REGGIO DI CALABRIA		80063	Reggio di Calabria	no
IT1026A	701005	IT	Italy	PIAZZA GARIBALDI - BUSALLA 701005	1995-08-01		Traffic		urban		Wide street: L/H > 1.5	8.946389	44.572777	80	BUSALLA		10006	Busalla	no
IT0873A	603203	IT	Italy	PIAZZA GOLDONI 603203	1993-01-01		Traffic	urban	urban		Wide street: L/H > 1.5	13.778055	45.649445	5	TRIESTE		32006	Trieste	no
IT1137A	603208	IT	Italy	PIAZZA LIBERTA 603208	1997-09-01		Traffic	urban	urban		Wide street: L/H > 1.5	13.772222	45.657223	2	TRIESTE		32006	Trieste	no
IT0695A	302005	IT	Italy	PIAZZA MARTIRI 302005	1988-11-01	1999-05-14	Traffic		urban		Wide street: L/H > 1.5	10.791945	45.155834	18	MANTOVA		20030	Mantova	no
IT0853A	701015	IT	Italy	PIAZZA MASNATA - GENOVA 701015	1993-08-01		Traffic		urban		Wide street: L/H > 1.5	8.886111	44.418335	20	GENOVA		10025	Genova	no
IT0756A	803912	IT	Italy	PIAZZA RESISTENZA 803912	1991-01-01	1999-01-31	Traffic		urban		Wide street: L/H > 1.5	12.188334	44.414169	4	RAVENNA		39014	Ravenna	no
IT1886A	701175	IT	Italy	PIAZZA SAINT BON - LA SPEZIA 701175	2007-01-01		Traffic		urban			9.815833	44.109997	5	LA SPEZIA		11015	La Spezia	no
IT1140A	603204	IT	Italy	PIAZZA VICO 603204	1997-09-01		Traffic		urban		Wide street: L/H > 1.5	13.775000	45.645557	30	TRIESTE		32006	Trieste	no
IT1139A	603205	IT	Italy	PIAZZA VITTORIO VENETO 603205	1997-09-01	2001-12-04	Traffic		urban		Wide street: L/H > 1.5	13.775000	45.658337	5	TRIESTE		32006	Trieste	no
IT0904A	502702	IT	Italy	PIAZZETTA MATTER 502702	1993-10-26	2000-09-01	Background		urban			12.243055	45.495834	1	VENEZIA		27042	Venezia	no
IT2078A	1807903	IT	Italy	PIETROPAOLO 1807903	2007-09-10		Industrial	rural	rural			16.669167	38.870278	15	SIMERI CRICHI				no
IT1790A	502507	IT	Italy	PIEVE D'ALPAGO 502507	2006-05-30		Background	suburban	rural			12.360833	46.162500	615	PIEVE D'ALPAGO				no
IT1312A	700802	IT	Italy	PIEVE DI TECO 700802	1995-03-01	2002-04-10	Background		rural		Unknown	7.913889	44.048889	256	PIEVE DI TECO		8042	Pieve di Teco	no
IT0540A	803310	IT	Italy	PIEVETTA 803310	1978-05-01	2004-09-14	Industrial		rural		Wide street: L/H > 1.5	9.455555	45.088333	56	CASTEL SAN GIOVANNI		33013	Castel San Giovanni	no
IT1027A	803712	IT	Italy	PIRANDELLO 803712	1995-09-01		Traffic	urban	urban		Wide street: L/H > 1.5	11.699444	44.350000	45	IMOLA				no
IT1475A	603209	IT	Italy	PITACCO 603209	2001-12-12		Industrial		urban			13.777778	45.624165	27	TRIESTE		32006	Trieste	no
IT1933A	1607586	IT	Italy	PITAGORA 1607586	2008-01-01		Traffic	urban	urban			18.190833	40.355000	79	LECCE				no
IT1545A	701111	IT	Italy	PITELLI - LA SPEZIA 701111	2002-06-26		Industrial		suburban			9.878612	44.093609	130	LA SPEZIA		11015	La Spezia	no
IT1400A	701168	IT	Italy	PITELLI 701168	1900-01-01		Industrial		suburban		Highway: average speed vehicles > 80 km/h	9.878612	44.095833	130	LA SPEZIA		11015	La Spezia	no
IT0925A	301612	IT	Italy	PITENTINO 301612	1994-02-01	2002-09-30	Traffic		urban		Wide street: L/H > 1.5	9.678333	45.701946	249	BERGAMO		16024	Bergamo	no
IT1059A	301909	IT	Italy	PIZZIGHETTONE 301909	1996-05-01		Background		urban		Wide street: L/H > 1.5	9.790556	45.191669	46	PIZZIGHETTONE		19076	Pizzighettone	no
IT0945A	910003	IT	Italy	PO-FERRUCCI 910003	1994-02-01		Traffic		urban		Highway: average speed vehicles > 80 km/h	11.105278	43.874722	62	PRATO		100005	Prato	no
IT0944A	904806	IT	Italy	PO-FONTANELLE 904806	1994-02-01		Background	urban	urban			11.079444	43.850000	40	PRATO				no
IT1359A	910005	IT	Italy	PO-MONTALESE 910005	1994-02-01		Traffic		urban			11.063611	43.911667	55	MONTEMURLO				no
IT1357A	910004	IT	Italy	PO-PAPA-GIOVANNI 910004	1994-02-01	2011-01-01	Background	urban	suburban			11.118889	43.873886	61	PRATO				no
IT1224A	904802	IT	Italy	PO-POGGIO-A-CAIANO 904802	1995-03-01	2011-10-24	Traffic		urban			11.059167	43.816666	37	POGGIO A CAIANO				no
IT1654A	904805	IT	Italy	PO-ROMA 904805	1997-11-04		Background	urban	urban			11.091944	43.872778	54	PRATO				no
IT1225A	904804	IT	Italy	PO-SAN-PAOLO 904804	1994-02-01		Background		urban			11.078333	43.887778	57	PRATO				no
IT1150A	910001	IT	Italy	PO-STROZZI 910001	1997-11-04		Traffic		urban		Highway: average speed vehicles > 80 km/h	11.093888	43.884445	67	PRATO				no
IT2026A	1808003	IT	Italy	POLISTENA 1808003	2007-01-11		Industrial	suburban	suburban			16.070002	38.400833	224	POLISTENA		80061	Polistena	no
IT1012A	1005507	IT	Italy	POLYMER 1005507	1995-04-18		Traffic		suburban		Wide street: L/H > 1.5	12.617222	42.546389	122	TERNI				no
IT0736A	301613	IT	Italy	PONTE S.PIETRO 301613	1990-09-01		Traffic		urban		Canyon street: L/H < 1.5	9.588056	45.695278	224	PONTE SAN PIETRO		16170	Ponte San Pietro	no
IT1388A	302019	IT	Italy	PONTI S/MINCIO 2 302019	1991-07-01		Industrial	suburban	rural		Unknown	10.691944	45.410835	113	PONTI SUL MINCIO		20044	Ponti sul Mincio	no
IT1982A	1306815	IT	Italy	POPOLI 1306815	2009-06-15		Background	rural	rural			13.821667	42.163334	262	POPOLI		68033	Popoli	no
IT1112A	609305	IT	Italy	PORCIA 609305	1997-04-08		Industrial	urban	suburban			12.618611	45.957779	29	PORCIA		93032	Porcia	no
IT1099A	609303	IT	Italy	PORDENONE CENTRO 609303	1996-12-01		Traffic	urban	urban		Canyon street: L/H < 1.5	12.658055	45.962223	28	PORDENONE		93033	Pordenone	no
IT1181A	1005404	IT	Italy	PORTA PESA 1005404	1998-06-01		Traffic		urban		Canyon street: L/H < 1.5	12.391666	43.113888	440	PERUGIA		54039	Perugia	no
IT1900A	1005407	IT	Italy	PORTA ROMANA 1005407	2008-01-01		Traffic		urban			12.707500	42.951668	234	FOLIGNO		54018	Foligno	no
IT1159A	803713	IT	Italy	PORTA SAN FELICE 803713	1998-01-01		Traffic		urban		Wide street: L/H > 1.5	11.328333	44.499722	54	BOLOGNA		37006	Bologna	no
IT1765A	19084	IT	Italy	PORTO EMPEDOCLE_1 19084	1998-05-31		Industrial	urban	urban			13.533611	37.293331	64	PORTO EMPEDOCLE		84028	Porto Empedocle	no
IT1764A	1908485	IT	Italy	PORTO EMPEDOCLE_3 1908485	1998-05-31		Traffic		urban		Wide street: L/H > 1.5	13.531667	37.288612	3	PORTO EMPEDOCLE		84028	Porto Empedocle	no
IT1866A	302071	IT	Italy	PORTO MANTOVANO 302071	2003-09-26		Background	suburban	suburban			10.796667	45.193611	30	PORTO MANTOVANO		20045	Porto Mantovano	no
IT1212A	502904	IT	Italy	PORTO TOLLE 502904	1998-01-01		Background		rural			12.334167	44.950833	1	PORTO TOLLE				no
IT1198A	1707603	IT	Italy	POTENZA - C.DA ROSSELLINO 1707603	1998-12-01	2001-12-31	Industrial		suburban		Highway: average speed vehicles > 80 km/h	15.811666	40.625275	750	POTENZA		76063	Potenza	no
IT1586A	1707613	IT	Italy	POTENZA - C.DA ROSSELLINO 1707613	2003-05-30		Industrial	urban	suburban			15.811666	40.625275	750	POTENZA		76063	Potenza	no
IT1197A	1707604	IT	Italy	POTENZA - VIA CAPORELLA 1707604	1998-12-01	2001-01-01	Traffic		urban		Wide street: L/H > 1.5	15.801945	40.637779	800	POTENZA		76063	Potenza	no
IT1584A	1707614	IT	Italy	POTENZA - VIA CAPORELLA 1707614	2003-05-29	2004-11-09	Traffic		urban		Wide street: L/H > 1.5	15.801945	40.637779	800	POTENZA		76063	Potenza	no
IT1196A	1707605	IT	Italy	POTENZA - VIALE FIRENZE 1707605	1998-12-01	2001-12-31	Traffic		urban		Wide street: L/H > 1.5	15.795279	40.649170	750	POTENZA		76063	Potenza	no
IT1583A	1707615	IT	Italy	POTENZA - VIALE FIRENZE 1707615	2003-05-28		Traffic		urban		Wide street: L/H > 1.5	15.795279	40.649170	750	POTENZA		76063	Potenza	no
IT1195A	1707606	IT	Italy	POTENZA - VIALE UNICEF 1707606	1998-12-01	2001-12-31	Traffic		urban		Wide street: L/H > 1.5	15.796111	40.628056	750	POTENZA		76063	Potenza	no
IT1585A	1707616	IT	Italy	POTENZA - VIALE UNICEF 1707616	2003-05-29		Traffic		urban		Wide street: L/H > 1.5	15.796111	40.628056	750	POTENZA		76063	Potenza	no
IT1098A	609306	IT	Italy	PRATA DI PORDENONE 609306	1996-12-01		Traffic		suburban		Wide street: L/H > 1.5	12.599444	45.896114	14	PRATA DI PORDENONE		93034	Prata di Pordenone	no
IT0805A	803404	IT	Italy	PRFRTTI 803404	1992-01-05	2000-11-22	Traffic		urban		Wide street: L/H > 1.5	10.332778	44.808887	75	PARMA		34027	Parma	no
IT0614A	1908963	IT	Italy	PRIOLO 1908963	1983-05-01		Industrial	urban	urban		Canyon street: L/H < 1.5	15.186945	37.157780	35	PRIOLO GARGALLO		89021	Priolo Gargallo	no
IT1013A	1005506	IT	Italy	PRISCIANO 1005506	1995-04-18		Industrial		suburban		Wide street: L/H > 1.5	12.680556	42.571667	148	TERNI				no
IT2022A	701077	IT	Italy	PROPATA 701077	2011-01-01		Background	rural	rural			9.185000	44.564720	965	PROPATA		10045	Propata	no
IT0720A	803406	IT	Italy	PRSPLTO 803406	1990-01-04	2004-01-09	Traffic		urban		Wide street: L/H > 1.5	10.316112	44.802498	75	PARMA		34027	Parma	no
IT1554A	904704	IT	Italy	PT-MONT-VIA-ADUA 904704	2000-12-01		Traffic		suburban			10.765278	43.888889	37	MONTECATINI-TERME				no
IT1555A	904703	IT	Italy	PT-MONT-VIA-MERLINI 904703	2000-12-01		Background	urban	urban			10.769167	43.876667	21	MONTECATINI-TERME				no
IT1553A	904705	IT	Italy	PT-MONTALE 904705	2000-12-01		Background	rural	rural			11.006945	43.916111	48	MONTALE		47010	Montale	no
IT1571A	904702	IT	Italy	PT-SIGNORELLI 904702	2000-12-01		Background		urban		Canyon street: L/H < 1.5	10.905277	43.940834	80	PISTOIA		47014	Pistoia	no
IT1572A	904701	IT	Italy	PT-ZAMENHOF 904701	2000-12-01		Traffic	urban	urban		Canyon street: L/H < 1.5	10.914167	43.930556	65	PISTOIA				no
IT1087A	803312	IT	Italy	PUBBLICO PASSEGGIO 803312	1996-09-19		Background	urban	urban			9.701389	45.045278	61	PIACENZA				no
IT1748A	1908972	IT	Italy	PUNTA CUGNO 1908972	2005-01-18		Industrial		suburban			14.631945	37.052776	10	AUGUSTA		88002	Chiaramonte Gulfi	no
IT2067A	1005414	IT	Italy	Padule 1005414	2009-06-20		Industrial		suburban			12.618611	43.318333	498	GUBBIO				no
IT2052A	1908702	IT	Italy	Parco Gioeni 1908702	2011-03-25		Background	urban	urban			15.697778	37.529167	135	CATANIA				no
IT1634A	2009234	IT	Italy	Piazza Repubblica 2009234	2002-01-01		Traffic	urban	urban			9.126111	39.217224	10	CAGLIARI		92009	Cagliari	no
IT1705A	700970	IT	Italy	Piazza Sisto IV 700970	2005-01-01	2006-12-31	Background		urban			8.481111	44.307220	5	SAVONA		9056	Savona	no
IT2037A	1908803	IT	Italy	Piazza Sturzo 1908803	2011-01-01	2012-01-24	Traffic		urban		Wide street: L/H > 1.5	14.708889	36.923889	626	RAGUSA				no
IT1860A	1005406	IT	Italy	Piazza Vittoria 1005406	2007-01-01		Traffic		urban		Unknown	12.733611	42.739723	319	SPOLETO		54051	Spoleto	no
IT1515A	10308	IT	Italy	Pieve Vergonte - Industria 10308	1998-10-01		Background	suburban	suburban			8.268888	46.011944	232	PIEVE VERGONTE		103054	Pieve Vergonte	no
IT1895A	1707779	IT	Italy	Pisticci 1707779	2007-01-10		Industrial		rural	regional		16.548332	40.420280	55	PISTICCI		77020	Pisticci	no
IT2042A	1607292	IT	Italy	Politecnico 1607292	2011-06-01		Background	suburban	urban			16.900555	41.114166	4	BARI		72006	Bari	no
IT1245A	109604	IT	Italy	Ponzone - Mercato 109604	1999-01-01		Background		suburban			8.188611	45.653336	485	TRIVERO		96070	Trivero	no
IT1684A	1104407	IT	Italy	Porto S. Elpidio 1104407	2004-11-26		Traffic	urban	urban		Wide street: L/H > 1.5	13.755555	43.263611	15	PORTO SANT'ELPIDIO		109034	Porto Sant'Elpidio	no
IT1674A	1707617	IT	Italy	Potenza - S.L.Branca 1707617	2005-03-16		Industrial	urban	suburban			15.872778	40.643890	728	POTENZA		76063	Potenza	no
IT0858A	701016	IT	Italy	QUARTO - GENOVA 701016	1993-08-01		Background	urban	urban			8.992223	44.396389	85	GENOVA		10025	Genova	no
IT1144A	700909	IT	Italy	QUILIANO 700909	1997-10-15		Industrial	suburban	suburban			8.411388	44.293888	16	QUILIANO		9052	Quiliano	no
IT0505A	402109	IT	Italy	RE1 Renon 402109	1990-02-01		Background	rural background	rural			11.433333	46.589165	1770	RENON		21072	Renon	no
IT1713A	1908710	IT	Italy	REGIONE 1908710	1993-09-01		Traffic		urban			15.071389	37.493056	30	CATANIA				no
IT2038A	700972	IT	Italy	REGIONE CAVALLO - ALBENGA 700972	2010-01-01		Traffic		urban			8.206944	44.051945	2	ALBENGA		9002	Albenga	no
IT0846A	301711	IT	Italy	REZZATO 301711	1992-11-01		Industrial		suburban			10.313056	45.504723	147	REZZATO		17161	Rezzato	no
IT0592A	301534	IT	Italy	RHO CENTRO 301534	1982-11-01		Background		urban			9.044723	45.522499	158	RHO		15182	Rho	no
IT1431A	804001	IT	Italy	RICCIONE LUNGOMARE LIBERTA 804001	1998-02-01	2008-01-04	Traffic	urban	urban		Wide street: L/H > 1.5	12.659444	44.022500	1	RICCIONE				no
IT0867A	1205702	IT	Italy	RIETI 1205702	1992-04-09		Traffic	urban	urban		Wide street: L/H > 1.5	12.858333	42.404167	397	RIETI				no
IT1785A	1908492	IT	Italy	RILOCABILE_RAFFADALI 1908492	2006-04-30		Traffic		urban			13.531111	37.409447	380	RAFFADALI		84030	Raffadali	no
IT0699A	701017	IT	Italy	RIMESSA A.M.T. 701017	1989-01-01		Industrial		urban			8.873055	44.413891	25	GENOVA		10025	Genova	no
IT1708A	1908715	IT	Italy	RISORGIMENTO 1908715	1993-09-01		Traffic		urban		Wide street: L/H > 1.5	15.069722	37.500556	52	CATANIA				no
IT0684A	803512	IT	Italy	RISORGIMENTO 803512	1988-02-09		Background		urban			10.629167	44.684722	60	REGGIO NELL'EMILIA				no
IT0753A	402204	IT	Italy	RIVA GAR 402204	1991-01-01		Background	urban	urban			10.839444	45.893333	73	RIVA DEL GARDA		22153	Riva del Garda	no
IT0558A	301901	IT	Italy	RIVOLTA D'ADDA 301901	1980-11-01		Background		suburban			9.511666	45.467777	101	RIVOLTA D'ADDA		19084	Rivolta d'Adda	no
IT1214A	502902	IT	Italy	RO - Borsea 502902	1990-01-01		Background		urban			11.791112	45.039722	3	ROVIGO		29041	Rovigo	no
IT1215A	502901	IT	Italy	RO - Centro 502901	2001-01-01		Traffic	urban	urban		Wide street: L/H > 1.5	11.783334	45.074722	7	ROVIGO		29041	Rovigo	no
IT0280A	301549	IT	Italy	ROBECCHETTO 301549	1983-01-01		Industrial		rural		Unknown	8.766667	45.516944	172	ROBECCHETTO CON INDUNO		15183	Robecchetto con Induno	no
IT0543A	803313	IT	Italy	ROMA 803313	1978-05-01	2005-12-30	Traffic		urban		Wide street: L/H > 1.5	9.708055	45.047779	61	PIACENZA		33032	Piacenza	no
IT0755A	804010	IT	Italy	ROMA 804010	1991-01-01		Traffic		urban		Wide street: L/H > 1.5	12.056389	44.215000	26	FORLI'		40012	Forlì	no
IT1155A	402205	IT	Italy	ROVERETO BEN 402205	1998-02-01	2008-01-01	Traffic		urban		Wide street: L/H > 1.5	11.037778	45.882221	208	ROVERETO		22161	Rovereto	no
IT0591A	402206	IT	Italy	ROVERETO LGP 402206	1982-08-02		Background	urban	urban			11.036389	45.893059	200	ROVERETO		22161	Rovereto	no
IT0922A	803507	IT	Italy	RUBIERA 803507	1993-11-17	2006-03-30	Traffic		urban		Wide street: L/H > 1.5	10.781388	44.653889	53	RUBIERA		35036	Rubiera	no
IT2053A	1908804	IT	Italy	Ragusa Ibla 1908804	2011-01-01		Traffic		urban			14.746389	36.926944	382	RAGUSA				no
IT2019A	1607182	IT	Italy	Rosati 1607182	2011-02-02		Traffic	suburban	urban			15.547778	41.453888	76	FOGGIA		71024	Foggia	no
IT0511A	803914	IT	Italy	S. ALBERTO 803914	1975-06-01	2003-12-31	Industrial		rural			12.156111	44.539165	1	RAVENNA		39014	Ravenna	no
IT0552A	1005508	IT	Italy	S. GIROLAMO 1005508	1980-01-01		Industrial		suburban		Wide street: L/H > 1.5	12.524444	42.521389	184	NARNI				no
IT1290A	301550	IT	Italy	S. GIULIANO 301550	1994-02-01		Traffic		urban		Wide street: L/H > 1.5	9.282778	45.395278	97	SAN GIULIANO MILANESE				no
IT2071A	502814	IT	Italy	S. GIUSTINA IN COLLE 502814	2011-01-01		Background	rural	rural			11.902222	45.600278	25	SANTA GIUSTINA IN COLLE				no
IT0926A	803509	IT	Italy	S. ILARIO D'ENZA 803509	1993-11-27	2008-03-30	Traffic		urban		Wide street: L/H > 1.5	10.447778	44.761112	58	SANT'ILARIO D'ENZA		35039	Sant'Ilario d'Enza	no
IT0940A	803508	IT	Italy	S. LAZZARO 803508	1994-01-24		Background	suburban	urban			10.664721	44.690834	50	REGGIO NELL'EMILIA		35033	Reggio nell'Emilia	no
IT2068A	1005415	IT	Italy	S. Martino in Trignano 1005415	2011-03-01		Industrial		suburban			12.666389	42.743333	318	SPOLETO				no
IT1319A	1607404	IT	Italy	S. PIETRO VERNOTICO 1607404	1900-01-01		Industrial		suburban		Wide street: L/H > 1.5	18.008333	40.497223	37	SAN PIETRO VERNOTICO		74016	San Pietro Vernotico	no
IT1617A	1607408	IT	Italy	S. Pancrazio Salentino 1607408	2004-05-01		Industrial		suburban			17.846390	40.423336	20	SAN PANCRAZIO SALENTINO		74015	San Pancrazio Salentino	no
IT1657A	1607411	IT	Italy	S. Pietro VERNOTICO 1607411	2004-05-01		Industrial		suburban			18.005556	40.485558	20	SAN PIETRO VERNOTICO		74016	San Pietro Vernotico	no
IT1323A	1807866	IT	Italy	S.CHIARA	1900-01-01		Industrial		suburban		Unknown	16.626953	39.581387	-9999	ROSSANO		78108	Rossano	no
IT1449A	1908312	IT	Italy	S.FILIPPO DEL MELA 1908312	1992-01-01		Industrial		rural			15.271389	38.174725	50	SANTA LUCIA DEL MELA		83077	San Filippo del Mela	no
IT0781A	301614	IT	Italy	S.GIORGIO 301614	1991-04-01	2004-05-31	Traffic		urban		Canyon street: L/H < 1.5	9.665000	45.686390	249	BERGAMO		16024	Bergamo	no
IT0821A	603009	IT	Italy	S.GIORGIO DI NOGARO 603009	1992-03-01		Industrial	suburban	suburban			13.215555	45.813332	5	SAN GIORGIO DI NOGARO		30100	San Giorgio di Nogaro	no
